age,gender,daily_gaming_hours,game_genre,primary_game,gaming_platform,sleep_hours,sleep_quality,sleep_disruption_frequency,academic_work_performance,grades_gpa,work_productivity_score,mood_state,mood_swing_frequency,withdrawal_symptoms,loss_of_other_interests,continued_despite_problems,eye_strain,back_neck_pain,weight_change_kg,exercise_hours_weekly,social_isolation_score,face_to_face_social_hours_weekly,monthly_game_spending_usd,years_gaming,gaming_addiction_risk_level
20,Female,5.8,Mobile Games,Genshin Impact,Console,6.3,Very Poor,Rarely,Average,1.63,3,Euphoric,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,2.4,8.8,5,7.8,124.29,7,Low
18,Male,2.5,Mobile Games,Clash of Clans,Mobile,8.9,Good,Often,Average,1.57,,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,10.4,1,12.3,30.97,5,Low
18,Male,2.6,MMO,Final Fantasy XIV,Mobile,8.8,Good,Never,Excellent,2.58,,Normal,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,10.1,2,12.4,26.71,7,Low
19,Male,10.2,MOBA,League of Legends,PC,3.3,Very Poor,Rarely,Failing,3.44,10,Euphoric,Daily,TRUE,FALSE,FALSE,FALSE,FALSE,0.8,6.9,7,3,207.43,1,High
14,Male,5.8,FPS,CS:GO,Console,6.2,Fair,Never,Poor,2.69,,Restless,Never,FALSE,TRUE,FALSE,TRUE,TRUE,0.4,7.1,4,9.4,88.33,1,Moderate
17,Female,1.9,MMO,Final Fantasy XIV,PC,7.1,Good,Always,Average,1.78,,Withdrawn,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,10.9,1,11.5,23.78,6,Low
18,Male,8,RPG,Elden Ring,PC,5,Poor,Never,Poor,3.81,,Angry,Rarely,FALSE,TRUE,TRUE,TRUE,TRUE,0.1,7.7,5,5.3,85.28,4,High
18,Male,3.4,MMO,Elder Scrolls Online,Multi-platform,7.4,Poor,Never,Average,2.15,,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,9,1,9.6,30.22,4,Low
24,Male,1.2,Strategy,Age of Empires,PC,7.6,Fair,Often,Average,,1,Irritable,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,8.6,1,14.2,32.34,10,Low
19,Male,4.3,MMO,Elder Scrolls Online,PC,6.3,Good,Rarely,Below Average,2.46,10,Restless,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,9.2,3,11.9,43.72,4,Low
18,Male,10.7,Battle Royale,Apex Legends,Mobile,5.3,Fair,Never,Below Average,3.11,,Depressed,Sometimes,TRUE,TRUE,TRUE,TRUE,TRUE,4.8,4.3,7,4.3,115.6,1,Severe
27,Male,3.3,Battle Royale,PUBG,Console,8.9,Poor,Often,Below Average,,6,Anxious,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,9.3,3,9,11.66,15,Low
31,Male,10.4,Strategy,Civilization VI,Console,3.2,Poor,Sometimes,Average,,10,Normal,Often,FALSE,TRUE,TRUE,FALSE,FALSE,4.1,7,7,1.8,339.48,7,Severe
22,Female,6.7,Mobile Games,Candy Crush,PC,4.6,Poor,Rarely,Poor,1.18,5,Angry,Sometimes,TRUE,TRUE,FALSE,TRUE,TRUE,1.4,6.5,5,6.5,37,4,High
16,Male,6.3,MMO,Elder Scrolls Online,Mobile,5.1,Poor,Sometimes,Excellent,1.91,,Irritable,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,7.7,3,4.8,33.58,4,Low
19,Male,6.2,MMO,World of Warcraft,Mobile,6.7,Fair,Often,Average,3.56,6,Depressed,Rarely,FALSE,TRUE,FALSE,TRUE,FALSE,3.6,5.9,3,7.4,138.86,6,Moderate
22,Male,3.2,MMO,World of Warcraft,Multi-platform,8.7,Poor,Sometimes,Average,3.82,6,Withdrawn,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,8.4,4,8.7,42.64,3,Low
24,Male,7.1,FPS,Call of Duty,Console,3.8,Good,Never,Below Average,,8,Depressed,Daily,TRUE,TRUE,FALSE,FALSE,FALSE,2.2,6,5,4.9,96.9,13,High
18,Male,8.4,MOBA,Dota 2,Mobile,5.2,Poor,Rarely,Poor,3.2,,Restless,Sometimes,FALSE,FALSE,FALSE,TRUE,TRUE,0.7,4.7,5,7.2,73.02,1,Low
21,Female,7.2,Battle Royale,Fortnite,PC,5.9,Fair,Never,Excellent,1.41,2,Irritable,Sometimes,TRUE,FALSE,FALSE,TRUE,TRUE,0.6,6.2,4,5,99.01,9,Moderate
19,Male,9.5,Strategy,Age of Empires,Multi-platform,3.2,Poor,Always,Excellent,1.94,5,Irritable,Daily,TRUE,TRUE,TRUE,TRUE,FALSE,0.6,4.6,6,2.4,90.31,6,Severe
19,Male,6,Mobile Games,PUBG Mobile,Console,5.3,Fair,Rarely,Average,1.42,9,Restless,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,5.4,4,10.2,35.25,6,Low
19,Female,2.3,MOBA,Mobile Legends,Console,8.9,Good,Often,Good,3.61,10,Normal,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,9.8,2,14.5,39.46,5,Low
27,Male,4.2,Strategy,Age of Empires,PC,5.9,Good,Always,Excellent,,2,Euphoric,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,8.9,3,12.6,18.36,5,Low
19,Female,4.6,RPG,Cyberpunk 2077,Console,6.1,Good,Always,Average,3.24,2,Angry,Rarely,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,7.3,5,11.3,70.56,5,Low
19,Male,4.8,Strategy,Age of Empires,Console,7,Poor,Often,Poor,2.78,1,Euphoric,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,3.2,8.1,2,8.6,97.99,6,Low
20,Male,11.7,Mobile Games,PUBG Mobile,Console,5.5,Very Poor,Always,Average,2.69,7,Euphoric,Daily,TRUE,TRUE,TRUE,TRUE,FALSE,0.1,5.4,7,0.2,360.29,3,Severe
26,Male,2.5,MOBA,Dota 2,PC,7.6,Good,Always,Good,,4,Anxious,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,8.8,1,13.5,0.43,11,Low
33,Male,5.2,MOBA,Mobile Legends,Console,5.3,Good,Rarely,Excellent,,10,Irritable,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,0.7,8.2,2,9.2,102.88,19,Low
19,Male,4.6,MOBA,Mobile Legends,Multi-platform,5.4,Fair,Rarely,Average,1.85,9,Restless,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,5.5,1,11.2,37.92,7,Low
18,Male,4,MOBA,Mobile Legends,Multi-platform,5.8,Poor,Always,Excellent,3.29,,Normal,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,8.7,3,13.2,26.29,4,Low
20,Female,1.7,Mobile Games,Clash of Clans,Console,8.7,Good,Rarely,Excellent,3.88,7,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,7.6,1,10.4,2.01,3,Low
16,Male,7.6,FPS,Valorant,Mobile,3.3,Insomnia,Always,Poor,1.73,,Withdrawn,Daily,TRUE,FALSE,FALSE,FALSE,TRUE,4.6,6.9,3,4.1,42.16,1,Moderate
22,Male,4.5,MMO,Final Fantasy XIV,Mobile,6.9,Poor,Sometimes,Below Average,1.54,10,Euphoric,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,2.7,7.1,2,11.8,92.49,8,Low
23,Other,4.6,MMO,World of Warcraft,Mobile,6.3,Fair,Often,Below Average,,6,Normal,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,6.8,4,10.9,134.52,11,Low
18,Male,2.3,Strategy,Civilization VI,Console,7.3,Good,Sometimes,Average,1.63,,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,9.8,1,13.1,35.89,2,Low
25,Female,5.3,MOBA,Mobile Legends,Mobile,6,Poor,Never,Below Average,,3,Depressed,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,0.6,8.8,2,6.3,123.9,6,Low
20,Male,8,MOBA,Dota 2,Multi-platform,5.8,Poor,Rarely,Below Average,2.75,6,Euphoric,Often,TRUE,TRUE,TRUE,FALSE,TRUE,1.2,4.7,5,6.2,42.42,3,Severe
13,Male,2.3,MOBA,League of Legends,Mobile,8.2,Fair,Always,Below Average,2.99,,Normal,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,10.6,1,10.7,13.49,1,Low
34,Male,3.9,MOBA,Dota 2,PC,5.1,Fair,Sometimes,Excellent,,2,Irritable,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,6.5,2,8.8,23.55,17,Low
28,Female,7.8,Battle Royale,Warzone,Mobile,4.7,Fair,Rarely,Poor,,1,Anxious,Rarely,TRUE,TRUE,TRUE,TRUE,TRUE,0.8,4,6,2.7,88.65,14,Severe
17,Male,8.4,MMO,World of Warcraft,Console,3.4,Poor,Always,Average,3.69,,Angry,Sometimes,TRUE,FALSE,TRUE,FALSE,FALSE,2.7,7.9,3,2.7,76.72,1,High
20,Male,5.3,Strategy,Civilization VI,Multi-platform,5.5,Very Poor,Sometimes,Poor,2.34,6,Irritable,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,8.5,4,8.7,140.81,5,Low
23,Male,3.5,Battle Royale,Warzone,Multi-platform,6.9,Very Poor,Often,Below Average,,2,Restless,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,9.4,3,12.1,11.59,2,Low
23,Male,4.3,RPG,Elden Ring,PC,5.5,Poor,Often,Average,,1,Depressed,Often,FALSE,FALSE,FALSE,FALSE,FALSE,2.4,6.4,1,12.6,6.68,6,Low
21,Male,6.5,RPG,Skyrim,Mobile,5.7,Poor,Sometimes,Failing,1.76,7,Anxious,Sometimes,TRUE,TRUE,FALSE,TRUE,TRUE,1,6.2,4,5.4,132.29,4,High
19,Female,1.3,RPG,Skyrim,Console,9,Good,Never,Excellent,3.45,10,Excited,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,11.3,1,11.5,25.35,5,Low
17,Female,7.1,Battle Royale,Warzone,PC,5.2,Very Poor,Sometimes,Below Average,3.36,,Irritable,Often,TRUE,FALSE,FALSE,FALSE,TRUE,2.8,4.5,5,9.2,86.64,5,Moderate
21,Female,2.7,Mobile Games,Clash of Clans,Console,8.2,Good,Always,Excellent,3.63,9,Normal,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,10,2,13.2,34.35,3,Low
21,Male,5.9,Strategy,StarCraft II,Console,5.1,Poor,Sometimes,Poor,2.78,7,Normal,Never,FALSE,FALSE,FALSE,TRUE,TRUE,2.2,5.7,2,6.4,57.6,8,Low
18,Female,6.4,Battle Royale,Fortnite,Mobile,6.2,Very Poor,Often,Below Average,1.23,,Anxious,Daily,FALSE,TRUE,FALSE,TRUE,TRUE,0.9,5.9,4,10.7,34.21,4,Moderate
17,Female,8.3,FPS,Call of Duty,Console,3.7,Poor,Often,Good,3.97,,Angry,Rarely,TRUE,TRUE,TRUE,TRUE,TRUE,0.2,4,6,6.7,40.05,5,Severe
18,Male,9.5,RPG,Cyberpunk 2077,Console,4.6,Poor,Always,Average,3.66,,Anxious,Rarely,FALSE,FALSE,FALSE,TRUE,TRUE,0.5,7,4,3.8,327.63,3,Moderate
17,Female,7.8,RPG,Skyrim,Mobile,5.7,Poor,Never,Average,2.75,,Angry,Rarely,TRUE,TRUE,FALSE,TRUE,FALSE,2.2,5.5,4,5.7,80.16,4,High
21,Male,8.3,MMO,Elder Scrolls Online,PC,3.8,Fair,Often,Poor,1.36,4,Angry,Never,TRUE,TRUE,TRUE,FALSE,FALSE,2.8,7.9,5,4.9,76.85,7,Severe
16,Male,1,RPG,Skyrim,Multi-platform,7.4,Good,Often,Excellent,2.61,,Excited,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,7.6,1,13.7,4.9,6,Low
19,Female,8.4,RPG,Skyrim,PC,3.8,Poor,Sometimes,Poor,1.69,7,Restless,Often,FALSE,TRUE,FALSE,TRUE,TRUE,1.9,5.4,6,2.6,94.45,9,Moderate
16,Male,6.9,MMO,Elder Scrolls Online,Multi-platform,4.7,Poor,Always,Below Average,2.13,,Angry,Daily,FALSE,FALSE,FALSE,FALSE,TRUE,0.2,8.2,4,8.4,11.92,2,Low
24,Female,8.4,Battle Royale,Fortnite,Console,5.2,Very Poor,Rarely,Poor,,4,Irritable,Rarely,TRUE,TRUE,FALSE,FALSE,TRUE,0.7,5.5,5,4.5,144.35,14,High
22,Male,1.7,MMO,Elder Scrolls Online,Mobile,7.1,Good,Sometimes,Average,1.77,7,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,7.6,1,11.1,42.67,11,Low
18,Female,6.3,MMO,World of Warcraft,PC,5.2,Fair,Rarely,Good,1.96,,Excited,Daily,FALSE,TRUE,FALSE,TRUE,TRUE,1.8,6.5,3,7.4,29.37,3,Moderate
20,Male,5.8,RPG,Elden Ring,Multi-platform,5.4,Good,Never,Below Average,1.5,3,Euphoric,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,0.2,5.1,4,8.3,125.21,4,Low
17,Female,1.5,MMO,Elder Scrolls Online,PC,9,Good,Always,Good,3.35,,Restless,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,8,1,12.2,4.91,2,Low
21,Male,8.6,Strategy,StarCraft II,PC,5,Fair,Sometimes,Below Average,2.71,3,Anxious,Daily,TRUE,FALSE,TRUE,TRUE,TRUE,4,6,5,1.6,314.32,1,Severe
21,Female,6.5,MMO,World of Warcraft,Multi-platform,6.9,Fair,Never,Below Average,1.4,9,Irritable,Often,FALSE,TRUE,FALSE,TRUE,TRUE,1.3,5.9,3,9.9,119.21,2,Moderate
27,Female,3.9,MOBA,Mobile Legends,Multi-platform,5.6,Fair,Rarely,Below Average,,2,Anxious,Never,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,8.8,2,10.7,37.27,15,Low
22,Male,6,Mobile Games,Candy Crush,PC,7,Fair,Never,Average,3.21,7,Depressed,Daily,FALSE,TRUE,FALSE,TRUE,FALSE,3.1,8.3,4,8,114.69,3,Moderate
16,Female,9.3,Strategy,Civilization VI,Multi-platform,4.7,Poor,Often,Below Average,3.22,,Normal,Daily,FALSE,TRUE,TRUE,TRUE,FALSE,3,6.9,5,6.7,69.4,6,Severe
19,Male,7.5,RPG,Cyberpunk 2077,Console,3.2,Poor,Sometimes,Failing,1.89,1,Depressed,Rarely,TRUE,TRUE,TRUE,TRUE,TRUE,0.9,6.9,7,6,128.77,4,Severe
21,Female,5.8,Battle Royale,Fortnite,Mobile,5.3,Fair,Often,Average,3.36,3,Euphoric,Never,FALSE,FALSE,FALSE,FALSE,TRUE,0.8,6.9,4,7.4,88.08,7,Low
20,Male,1.1,RPG,Elden Ring,PC,8.4,Poor,Rarely,Excellent,2.65,10,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,9.4,1,15.4,44.51,7,Low
16,Male,4.2,Strategy,Civilization VI,Console,5.8,Good,Always,Below Average,2.21,,Depressed,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,6.6,2,12,34.04,2,Low
14,Female,7.4,Strategy,Civilization VI,Mobile,3.4,Very Poor,Always,Below Average,2.18,,Withdrawn,Often,FALSE,TRUE,FALSE,TRUE,TRUE,0,7.1,4,8.7,87.18,3,Moderate
21,Male,4.8,Mobile Games,Candy Crush,PC,6.9,Fair,Often,Below Average,2.28,5,Euphoric,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,1,6.4,4,6.4,29.12,10,Low
19,Male,7.4,MOBA,League of Legends,Mobile,5.8,Very Poor,Never,Good,3.54,5,Restless,Rarely,TRUE,FALSE,FALSE,TRUE,TRUE,3.2,7.1,5,6.6,130.69,6,Moderate
22,Female,11.4,Battle Royale,Warzone,Multi-platform,4.3,Poor,Never,Poor,1.95,5,Restless,Daily,TRUE,TRUE,FALSE,FALSE,TRUE,2.1,4.5,6,3.7,90.88,11,Severe
15,Male,13.2,RPG,Cyberpunk 2077,Multi-platform,4.2,Insomnia,Rarely,Poor,3.63,,Irritable,Rarely,TRUE,FALSE,FALSE,FALSE,FALSE,6.5,5.5,8,0,475.36,2,High
16,Male,4.6,MMO,World of Warcraft,Console,6.5,Fair,Always,Good,1.25,,Euphoric,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,0.8,6.5,5,6,70.11,5,Low
17,Male,8.7,Battle Royale,PUBG,Console,4.7,Poor,Often,Average,3.48,,Excited,Never,FALSE,FALSE,FALSE,TRUE,FALSE,1.9,6.6,6,1.8,119.98,3,Moderate
26,Female,4.8,Battle Royale,Apex Legends,Multi-platform,6.7,Good,Sometimes,Below Average,,2,Anxious,Rarely,FALSE,FALSE,FALSE,TRUE,FALSE,2.7,8.1,3,9.3,75.94,13,Low
20,Male,6.4,FPS,Call of Duty,Console,5.4,Poor,Never,Average,1.28,6,Normal,Never,FALSE,FALSE,FALSE,TRUE,TRUE,3.9,5.9,2,7.2,80.75,6,Low
20,Male,5.4,MMO,Final Fantasy XIV,Mobile,6,Poor,Always,Excellent,2.81,6,Normal,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,1.1,6.7,3,10.2,98.4,4,Low
19,Male,2.6,Battle Royale,PUBG,Mobile,8.6,Fair,Always,Poor,2.48,1,Anxious,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,8.2,2,11.2,19.48,7,Low
17,Male,1.3,MOBA,Mobile Legends,PC,8.4,Good,Rarely,Average,3.15,,Normal,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,11.1,1,16.1,1.18,5,Low
18,Female,3.7,FPS,Overwatch,Multi-platform,5,Poor,Often,Below Average,3.55,,Euphoric,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,2,9.4,2,11.5,46.28,6,Low
18,Female,4.7,Battle Royale,Warzone,Mobile,6,Good,Always,Average,2.82,,Restless,Often,FALSE,FALSE,FALSE,TRUE,FALSE,0.1,6.6,2,6.6,127.9,4,Low
24,Male,8.4,MMO,Final Fantasy XIV,Multi-platform,4.2,Insomnia,Often,Failing,,8,Anxious,Never,FALSE,FALSE,TRUE,TRUE,TRUE,1.8,5.5,4,7.8,111.33,7,Moderate
30,Male,7.2,MOBA,Mobile Legends,Mobile,4,Poor,Sometimes,Below Average,,3,Irritable,Sometimes,TRUE,TRUE,FALSE,FALSE,TRUE,1.8,6.3,5,6.3,74.44,12,High
21,Male,6.4,Mobile Games,PUBG Mobile,Multi-platform,5.6,Good,Never,Excellent,2.43,5,Restless,Often,FALSE,TRUE,FALSE,TRUE,TRUE,1.2,7.6,4,8.9,112.63,4,Moderate
15,Male,2.6,Mobile Games,Genshin Impact,Multi-platform,7.8,Good,Always,Good,2.19,,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,6.6,1,9.7,32.91,3,Low
27,Male,3.4,FPS,Overwatch,Multi-platform,8.4,Good,Never,Excellent,,2,Normal,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,8.5,1,12.2,29.73,12,Low
15,Female,7,Mobile Games,Clash of Clans,Multi-platform,4.7,Poor,Often,Poor,3.52,,Anxious,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,0.8,5.9,6,7.6,54.93,5,Low
27,Female,1.6,FPS,Call of Duty,Multi-platform,7.5,Fair,Never,Average,,9,Normal,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,9,2,15.5,24.49,11,Low
19,Male,7.7,MOBA,Dota 2,Multi-platform,3.5,Very Poor,Sometimes,Average,1.1,6,Irritable,Often,FALSE,TRUE,FALSE,TRUE,FALSE,3.6,7.8,6,6,33.95,6,Moderate
20,Male,4.8,MOBA,Dota 2,Mobile,5.5,Poor,Always,Average,2.5,2,Depressed,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,0.8,8.8,4,6.8,94.88,2,Low
35,Male,6.9,Strategy,StarCraft II,Mobile,5.2,Very Poor,Often,Failing,,8,Normal,Never,TRUE,TRUE,FALSE,TRUE,FALSE,2.3,7.8,5,5.7,105.61,7,High
22,Female,4.8,Strategy,Age of Empires,Multi-platform,6,Fair,Rarely,Good,1.74,8,Irritable,Often,FALSE,FALSE,FALSE,TRUE,FALSE,0.9,7.5,4,7.9,19.11,12,Low
16,Male,4.5,MMO,Final Fantasy XIV,PC,5.6,Poor,Sometimes,Below Average,2.23,,Anxious,Often,FALSE,FALSE,FALSE,FALSE,FALSE,2,7,3,8.9,77.9,2,Low
21,Female,3.6,FPS,Overwatch,Mobile,5.4,Good,Often,Good,3.09,3,Withdrawn,Never,FALSE,FALSE,FALSE,FALSE,FALSE,1.9,6.1,3,8,40.97,11,Low
27,Female,12,Battle Royale,Apex Legends,Console,5.2,Very Poor,Always,Average,,4,Restless,Sometimes,TRUE,FALSE,TRUE,TRUE,TRUE,3.2,4.9,9,0,348.26,16,Severe
16,Female,5.4,FPS,CS:GO,Console,5.8,Poor,Always,Poor,2.81,,Irritable,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,8.3,2,6,34.87,4,Low
23,Male,7,Mobile Games,Clash of Clans,PC,3.8,Poor,Never,Average,,9,Depressed,Often,TRUE,TRUE,FALSE,TRUE,FALSE,6.2,4.8,5,9.5,128.77,5,High
25,Male,6.2,Strategy,Age of Empires,Console,5.9,Fair,Often,Below Average,,8,Restless,Daily,FALSE,TRUE,FALSE,FALSE,TRUE,0,8,6,10.2,30.42,4,Moderate
24,Male,5.7,MMO,Elder Scrolls Online,Mobile,5.7,Poor,Sometimes,Good,,1,Anxious,Rarely,FALSE,TRUE,FALSE,TRUE,FALSE,0.1,6.5,3,8.6,76.37,5,Moderate
16,Female,6.2,MOBA,Mobile Legends,Multi-platform,5.8,Poor,Sometimes,Good,3.53,,Restless,Rarely,FALSE,TRUE,FALSE,FALSE,TRUE,1.2,5.4,4,8.7,57.17,2,Moderate
19,Male,9.6,RPG,Elden Ring,Console,3.6,Poor,Sometimes,Good,2.57,8,Restless,Sometimes,FALSE,TRUE,FALSE,FALSE,TRUE,4.7,7,7,0.5,451.73,8,High
19,Male,11.1,MMO,Elder Scrolls Online,Multi-platform,5.9,Fair,Rarely,Excellent,1.58,9,Angry,Sometimes,FALSE,TRUE,FALSE,FALSE,TRUE,5.3,3.8,8,0.8,80.87,8,High
24,Male,7.8,Mobile Games,Clash of Clans,Console,5.9,Insomnia,Often,Poor,,6,Angry,Daily,FALSE,TRUE,TRUE,TRUE,TRUE,0,7,3,8,143.11,10,High
20,Male,6,Battle Royale,PUBG,Console,5.5,Good,Often,Failing,3.88,8,Restless,Never,FALSE,TRUE,FALSE,TRUE,TRUE,0.2,6,6,10.7,33.26,4,Moderate
14,Female,3.1,MOBA,Dota 2,Mobile,7,Good,Often,Excellent,2.8,,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,1.5,8.4,1,13.4,37.55,1,Low
25,Female,7.2,Strategy,Civilization VI,Console,4.4,Fair,Always,Below Average,,1,Irritable,Never,TRUE,TRUE,FALSE,TRUE,FALSE,1.4,7.3,4,6.8,135.46,5,High
22,Male,6.9,Mobile Games,Genshin Impact,Mobile,6,Fair,Rarely,Below Average,3.05,8,Euphoric,Sometimes,TRUE,FALSE,FALSE,TRUE,TRUE,0.2,7.7,4,5,140.64,11,Moderate
22,Male,2.5,FPS,Valorant,Mobile,8.1,Fair,Always,Below Average,3.54,2,Normal,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0,8.7,3,10.5,28.41,3,Low
28,Female,5.9,RPG,Skyrim,Mobile,6.6,Good,Rarely,Excellent,,3,Anxious,Rarely,FALSE,TRUE,FALSE,TRUE,FALSE,0,5.6,3,10.3,97.31,5,Moderate
26,Male,5.9,RPG,Skyrim,PC,6.3,Fair,Never,Good,,6,Restless,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,1.7,7.3,3,10.6,112.85,9,Low
19,Male,4.8,Strategy,Age of Empires,Multi-platform,5.9,Poor,Often,Good,1.51,9,Normal,Rarely,FALSE,FALSE,FALSE,TRUE,FALSE,3.7,5.5,4,8.2,115.72,7,Low
17,Female,4.6,MOBA,Dota 2,Multi-platform,6,Fair,Rarely,Average,2.23,,Irritable,Rarely,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,8.1,4,10.5,20.94,6,Low
16,Female,5.2,Strategy,StarCraft II,PC,6.3,Fair,Often,Good,2.22,,Irritable,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,3.2,8.9,2,9.1,10.52,5,Low
30,Female,5.2,MMO,Final Fantasy XIV,PC,6.5,Good,Often,Good,,9,Irritable,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,1.8,8.5,4,8.3,126.54,18,Low
22,Male,5.6,MMO,World of Warcraft,Mobile,6.3,Poor,Rarely,Average,3.42,2,Anxious,Often,FALSE,TRUE,FALSE,TRUE,FALSE,0.3,5.9,4,10.2,130,4,Moderate
16,Female,5,MMO,World of Warcraft,Console,5.9,Poor,Never,Poor,2.26,,Normal,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,2.1,5.5,3,10.4,145.08,4,Low
21,Male,7,MOBA,League of Legends,Mobile,4.8,Very Poor,Often,Poor,3.57,4,Angry,Rarely,FALSE,TRUE,FALSE,TRUE,TRUE,1,8.2,3,5.1,142.25,3,Moderate
19,Male,1.7,RPG,Cyberpunk 2077,Console,8.7,Good,Often,Excellent,2.23,10,Depressed,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,10.4,2,9.8,36.8,2,Low
22,Female,6.4,Battle Royale,Warzone,Multi-platform,5.4,Poor,Rarely,Average,3.24,4,Irritable,Never,FALSE,TRUE,FALSE,TRUE,FALSE,0.3,6.1,2,9.5,145.93,1,Moderate
20,Female,3.3,Mobile Games,PUBG Mobile,Mobile,8.3,Good,Sometimes,Excellent,2.74,3,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,1.2,9.1,1,10.7,13.68,6,Low
16,Female,9.3,Strategy,StarCraft II,Multi-platform,3.1,Fair,Always,Below Average,1.82,,Irritable,Sometimes,FALSE,TRUE,TRUE,FALSE,TRUE,0.5,3.7,6,4.5,90.17,4,Severe
20,Female,6.3,MMO,Final Fantasy XIV,Mobile,6.2,Poor,Rarely,Average,2.54,5,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,TRUE,3.1,8.5,6,9.5,80.72,6,Low
24,Male,13.4,MMO,Final Fantasy XIV,PC,3.9,Very Poor,Never,Below Average,,3,Depressed,Daily,FALSE,TRUE,FALSE,TRUE,FALSE,6.3,5.2,9,1.6,64.52,14,High
18,Male,6.6,Battle Royale,Apex Legends,Mobile,5.4,Insomnia,Often,Poor,2.34,,Restless,Often,FALSE,FALSE,FALSE,TRUE,TRUE,0.8,5.6,5,7,80.91,4,Low
20,Female,5.3,MMO,World of Warcraft,Console,6.8,Fair,Never,Poor,3.93,2,Irritable,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,0.4,9,2,7.1,128.13,8,Low
16,Male,7.4,RPG,Elden Ring,Console,5.2,Fair,Sometimes,Below Average,3.68,,Irritable,Often,TRUE,TRUE,FALSE,TRUE,TRUE,2.1,5.8,3,8.7,67.44,4,High
22,Female,1.8,Strategy,Age of Empires,Multi-platform,8,Good,Rarely,Excellent,3.17,10,Restless,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,8.9,2,14.2,40.78,6,Low
20,Male,4.4,RPG,Elden Ring,Multi-platform,6.3,Fair,Rarely,Good,1.51,2,Euphoric,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,7.6,4,8.7,38.47,9,Low
